`id`,`url`,`name`,`description`,`domain`
3308302,https://api.github.com/repos/gcaseres/spring-net,spring-net,Spring Framework for .NET,Software and its engineering
3321949,https://api.github.com/repos/Unknwon/the-way-to-go_ZH_CN,the-way-to-go_ZH_CN,‹Û_The Way to Go‹ÛÜŠü_¾ÐàøÔ¾ÏÂ•_ÎŠü_¾Ðà¾_£Œ_Œ‹Û_GoŒÉ´ŽÑ¬¾ÎàŒÑ‹ÛÜ,Empty
3346024,https://api.github.com/repos/lra/mackup,mackup,Keep your Mac application settings in sync.,Software and its engineering
3361740,https://api.github.com/repos/joke2k/django-environ,django-environ,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,Security and privacy
3368849,https://api.github.com/repos/terryma/vim-multiple-cursors,vim-multiple-cursors,True Sublime Text style multiple selections for Vim,Human-centered computing
3370838,https://api.github.com/repos/luckasfb/scripts,scripts,Script files,Software and its engineering
3389811,https://api.github.com/repos/smnh/FontLoader,FontLoader,The FontLoader detects and notifies when specified font-families loaded and rendered by the browser.,Human-centered computing
3407626,https://api.github.com/repos/sekouperry/Pro-iOS-TableViews,Pro-iOS-TableViews,Code for Pro iOS TableViews book,Human-centered computing
3413879,https://api.github.com/repos/eddyxu/cpp-coveralls,cpp-coveralls,Upload gcov results to coveralls.io,Software and its engineering
3427780,https://api.github.com/repos/jtyjty99999/mobileTech,mobileTech,A useful tools or tips list for mobile web application developing,Networks
3429645,https://api.github.com/repos/kamilczujowski/least,least,least.js is a Random & Responsive HTML 5, CSS3 Gallery with LazyLoad,Networks
3434493,https://api.github.com/repos/glfw/glfw,glfw,Official repository of what will become GLFW 3.0 and beyond,Software and its engineering
3462816,https://api.github.com/repos/steckerhalter/steckemacs,steckemacs,Org-Mode based Emacs configuration using Quelpa to install packages,Software and its engineering
3465213,https://api.github.com/repos/alexgaribay/octoflat,octoflat,An Octopress theme based off Twitter Bootstrap and Designmodo's Flat-UI,Networks
3487382,https://api.github.com/repos/lpotter/libqofono,libqofono,Rewritten version of libofono-qt,Software and its engineering
3498338,https://api.github.com/repos/sup-heliotrope/ncursesw-ruby,ncursesw-ruby,Ruby bindings to the ncursesw library (modified from: http://ncurses-ruby.berlios.de/),Software and its engineering
3499917,https://api.github.com/repos/commonsguy/cwac-layouts,cwac-layouts,CWAC Layouts: Custom Containers, Concisely Coded,Human-centered computing
3513117,https://api.github.com/repos/ptwobrussell/Mining-the-Social-Web-2nd-Edition,Mining-the-Social-Web-2nd-Edition,The official online compendium for Mining the Social Web, 2nd Edition (O'Reilly, 2013),Applied computing
3523460,https://api.github.com/repos/gritzko/swarm,swarm,JavaScript object sync library,Networks
3524332,https://api.github.com/repos/jpillora/xdomain,xdomain,A JQuery plugin to do cross-domain AJAX requests via postMessage,Networks
3529137,https://api.github.com/repos/kristopolous/BOOTSTRA.386,BOOTSTRA.386,Bootstrap/386 theme,Networks
3549651,https://api.github.com/repos/lantip/indonesian_stemmer,indonesian_stemmer,Applied computing
3582345,https://api.github.com/repos/gogabr/pfds,pfds,Russian translation of Okasaki's Purely Functional Data Structures,Applied computing
3592410,https://api.github.com/repos/hellosa/ip138-alfredworkflow,ip138-alfredworkflow,alfredapp v2 workflow: Š_ÀÓ¬ ip138 ¾´¾Ù´ø¢ ip Œ_ÕŒ±_ŒÏ¡,Networks
3594572,https://api.github.com/repos/ftdebugger/react-zf2,react-zf2,Example of usage Zend Framework 2 and React PHP,Networks
3600377,https://api.github.com/repos/uusoft/MiniTaobaoke,MiniTaobaoke,Empty
3610783,https://api.github.com/repos/p-e-w/finalterm,finalterm,At last ‰ÛÒ a modern terminal emulator.,Human-centered computing
3631888,https://api.github.com/repos/lyonlai/bootstrap-paginator,bootstrap-paginator,Bootstrap Paginator is a jQuery plugin that simplifies the rendering of Bootstrap Pagination component. It provides methods to automates the update of the pagination status and also some events to notify the status changes within the component.,Networks
3641172,https://api.github.com/repos/blackencino/SimClass,SimClass,Repository for Simulation Class Files,Software and its engineering
3642978,https://api.github.com/repos/segmentio/analytics-android,analytics-android,The hassle-free way to add analytics to your Android app.,Software and its engineering
3649472,https://api.github.com/repos/FasterXML/jackson,jackson,Main Portal page for Jackson project,Software and its engineering
3659421,https://api.github.com/repos/andyque/CutTheRope-x,CutTheRope-x,Port of cocos2d tutorial of cut the rope from raywenderlich.com,Applied computing
3664437,https://api.github.com/repos/Block8/PHPCI,PHPCI,PHPCI is a free and open source continuous integration tool specifically designed for PHP.,Networks
3669790,https://api.github.com/repos/cteubank/AudioSerial,AudioSerial,Javascript object that can send serial commands using audio signals,Networks
3683487,https://api.github.com/repos/raffael/NSAlert-Popover,NSAlert-Popover,Category to run alerts within NSPopovers.,Software and its engineering
3706501,https://api.github.com/repos/promet/PRAugmentedReality,PRAugmentedReality,iOS AR Library with Drupal communication module,Networks
3708910,https://api.github.com/repos/goopyplastic/tslot-tantillus,tslot-tantillus,T-Slot frame for Tantillus 3D Printer,Applied computing
3714509,https://api.github.com/repos/Nyr/openvpn-install,openvpn-install,OpenVPN road warrior installer for Debian-based distros,Networks
3716978,https://api.github.com/repos/alexwolfe/Buttons,Buttons,A CSS button library built using Sass,Human-centered computing
3752385,https://api.github.com/repos/dradtke/go-allegro,go-allegro,Experimental Go bindings for Allegro.,Software and its engineering
3756185,https://api.github.com/repos/jquery-boilerplate/generator-jquery-boilerplate,generator-jquery-boilerplate,Yeoman Generator for jQuery Boilerplate,Security and privacy
3759006,https://api.github.com/repos/ianyh/Amethyst,Amethyst,Tiling window manager for OS X.,Software and its engineering
3769056,https://api.github.com/repos/tj/node-queue3,node-queue3,another queue module, with timeouts just in case you miss a callback ,Networks
3770464,https://api.github.com/repos/max-arnold/fetch-google-reader,fetch-google-reader,Small tool to backup full-text RSS content from Google Reader,Information systems
3807912,https://api.github.com/repos/PMSI-AlignAlytics/dimple,dimple,An object-oriented API for business analytics,Information systems
3814424,https://api.github.com/repos/jiji262/Bootstrap_Metro_Dashboard,Bootstrap_Metro_Dashboard,An Metro Style Dashboard Template with Twitter Bootstrap,Human-centered computing
3827244,https://api.github.com/repos/xuender/unidecode,unidecode,ASCII transliterations of Unicode text for Java,Software and its engineering
3863843,https://api.github.com/repos/urish/angular-moment,angular-moment,Moment.JS directives for Angular.JS (timeago and more),Software and its engineering
3872943,https://api.github.com/repos/kennyledet/Google-EmailScraper,Google-EmailScraper,Scraper that searches Google based on a query and scrapes all emails found on each page.,Networks
3874746,https://api.github.com/repos/tsgates/rust.ko,rust.ko,A minimal Linux kernel module written in rust.,Hardware
3877884,https://api.github.com/repos/floatinghotpot/limejs,limejs,HTML5 game framework for web and iOS,Networks
3893356,https://api.github.com/repos/sentsin/layer,layer,¾ÏÛ¾àâŠ_Ê_ã‹Ûá¬ÈöÇø_ãwebŒ__Œ±âÈãŠÈ¦,Networks
3905191,https://api.github.com/repos/facebook/react,react,A JavaScript library for creating UIs,Human-centered computing
3908715,https://api.github.com/repos/ugorji/go,go,idiomatic codec and rpc lib for msgpack, cbor, json, etc. msgpack.org[Go],Software and its engineering
3943403,https://api.github.com/repos/androidios/GPUImage,GPUImage,An open source iOS framework for GPU-based image and video processing,Human-centered computing
3961217,https://api.github.com/repos/geedmo/yamm,yamm,Yet another Megamenu for Bootstrap,Human-centered computing
3983276,https://api.github.com/repos/jwkelso/JWKKeyFrameAnimationView,JWKKeyFrameAnimationView,A view for displaying key-frame animations.,Human-centered computing
3992573,https://api.github.com/repos/OwlFonk/OwlCarousel,OwlCarousel,jQuery Plugin,Software and its engineering
3997006,https://api.github.com/repos/felipecvo/jenkinsrc,jenkinsrc,Software and its engineering
4003838,https://api.github.com/repos/Unitech/pm2,pm2,Production process manager for Node.js applications with a built-in load balancer,Software and its engineering
4019026,https://api.github.com/repos/cburmeister/flask-bones,flask-bones,I've been reusing this pattern for Flask applications and decided to stop repeating myself.,Theory of Computation
4026408,https://api.github.com/repos/minimit/minimit-anima,minimit-anima,Jquery plugin to animate with css3 transforms and transitions,Human-centered computing
4030767,https://api.github.com/repos/Marium04/ECommerce,ECommerce,Networks
4035765,https://api.github.com/repos/danielamitay/DALinedTextView,DALinedTextView,DALinedTextView is a UITextView subclass that draws ruled lines to the view, similar to iOS' built-in Notes app. The lines conform to the appropriate line-height for the currently set UIFont.,Human-centered computing
4045632,https://api.github.com/repos/frodsan/blind,blind,Software and its engineering
4052435,https://api.github.com/repos/Yun1/RHESSys,RHESSys,The Regional Hydro-Ecologic Simulation System,Applied computing
4058558,https://api.github.com/repos/nWidart/HttpStatus-l4-package,HttpStatus-l4-package,Laravel 4 Packages. Adds 403,404,500 and 503 customizable error pages.,Networks
4069483,https://api.github.com/repos/ywzhaiqi/userscript,userscript,¾ÏÂŠ¼¼Œ_ÙŒöÝ¾öÐŠÀ¨¾Ó__ã GM ã_¾ÏÂ•_ÎŒÎÉ¾ÜÂŒ¡ø«Ž÷ÉøÈã_¾ÏÂ‹Ûª_Œ¼_Ý÷Œø_Œà¼ã_¾ÏÂ_ä‹Ûâ,Software and its engineering
4092676,https://api.github.com/repos/nalley/SubaruDefs,SubaruDefs,Subaru ECU Definitions,General and reference
4115240,https://api.github.com/repos/nicolashery/mac-dev-setup,mac-dev-setup,A beginner's guide to setting up a development environment on Mac OS X,Applied computing
4120130,https://api.github.com/repos/mrmrs/colors,colors,Smarter defaults for colors on the web.,Networks
4136027,https://api.github.com/repos/xoreos/xoreos,xoreos,A reimplementation of BioWare's Aurora engine (and derivatives). Pre-pre-alpha :P,Applied computing
4142580,https://api.github.com/repos/ramswaroop/animatescroll.js,animatescroll.js,jQuery plugin to animate your scroll,Human-centered computing
4160390,https://api.github.com/repos/Red5d/pushbullet-bash,pushbullet-bash,Bash interface to the PushBullet API,Human-centered computing
4187118,https://api.github.com/repos/hscastro/project-jsf-exemplo,project-jsf-exemplo,Software and its engineering
4192518,https://api.github.com/repos/jhfrench/bootstrap-tree,bootstrap-tree,JavaScript and LESS/CSS for creating Bootstrap-themed trees (to display hierarchical data).,Human-centered computing
4198417,https://api.github.com/repos/dypsilon/frontend-dev-bookmarks,frontend-dev-bookmarks,A badass list of frontend development resources I collected over time. Pull requests are welcome. Website coming soon.,General and reference
4255397,https://api.github.com/repos/bebraw/Chart.js.legend,Chart.js.legend,Legend plugin for Chart.js (MIT),Human-centered computing
4291112,https://api.github.com/repos/hughsk/flood-scan,flood-scan,"Marks out disconnected \""rooms\"" in a 2D array.",Software and its engineering
4291254,https://api.github.com/repos/vader/journo,journo,A quick-and-dirty (literate) blogging engine,Information systems
